"","X.1","Volume..micron.3.","Surface..micron.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...micron.","SD.dist..to.surf...micron.","Median.dist..to.surf...micron.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",1,19.589,56.301,119,92,2906812,24426.992,9458.392,22062,11909,48053,1018.403,525.765,3.857,1.494,0.37,1.462,1018.431,525.844,3.847,1016,521,2,5,11,4,TRUE,FALSE
"2",2,19.918,62.576,121,100,2611871,21585.711,7187.013,20596,12037,39997,995.099,537.901,3.364,1.402,0.339,1.424,995.131,537.833,3.384,991,535,2,10,8,4,TRUE,TRUE
"3",3,24.528,65.818,149,96,4265949,28630.529,14505.406,25394,11914,65535,963.523,542.94,3.953,1.67,0.332,1.648,963.504,542.936,3.908,960,539,2,8,9,5,TRUE,TRUE
"4",4,63.047,125.944,383,239,12533708,32725.086,16727.021,27202,11949,65535,703.888,579.648,4.407,2.218,0.48,2.253,703.942,579.548,4.397,698,573,2,13,14,5,TRUE,FALSE
"5",5,67.327,153.046,409,248,11409197,27895.348,16026.324,21207,12059,65535,680.279,582.856,6.086,2.672,0.807,2.731,680.001,582.244,5.575,675,578,2,11,15,8,TRUE,TRUE
"6",6,30.289,81.161,184,121,5514394,29969.533,15432.53,25786.5,11979,65535,854.989,600.799,3.957,1.785,0.377,1.871,855.052,600.928,3.919,851,596,2,8,10,5,FALSE,FALSE
"7",7,42.964,103.531,261,213,5449431,20879.047,7235.818,19160,11983,45772,980.797,604.034,4.096,2.102,0.738,2.008,980.617,603.79,4.037,973,599,2,16,12,4,TRUE,FALSE
"8",8,48.561,117.05,295,208,6803579,23062.98,8772.599,21986,12038,52445,1000.047,631.264,4.461,2.238,0.709,2.201,1000.182,631.202,4.414,993,626,2,15,12,5,TRUE,FALSE
"9",9,80.167,163.456,487,288,14829181,30450.064,15935.915,26409,12004,65535,947.587,645.082,4.308,2.421,0.448,2.393,947.57,644.734,4.361,942,638,2,13,15,6,TRUE,TRUE
"10",10,26.174,72.678,159,117,3669431,23078.182,8685.303,20918,11962,46998,1009.874,648.365,3.233,1.665,0.42,1.683,1009.866,648.324,3.278,1004,646,2,12,7,4,TRUE,TRUE
"11",11,22.388,60.749,136,104,3220172,23677.734,9197.509,22219,11970,50908,960.824,480.537,5,1.47,0.259,1.462,960.805,480.569,5.001,957,477,3,8,9,5,FALSE,FALSE
"12",12,9.383,36.304,57,56,1002769,17592.439,3813.181,16940,12110,25663,1014.579,492.105,3.596,1.1,0.342,1.082,1014.565,492.081,3.646,1012,488,3,6,9,3,TRUE,FALSE
"13",13,36.051,80.194,219,142,6742909,30789.539,14225.199,27820,11920,65535,925.196,496.315,5.32,1.793,0.244,1.793,925.039,496.251,5.309,921,492,3,9,9,5,TRUE,TRUE
"14",14,44.775,94.432,272,176,8031696,29528.295,12923.976,29197.5,12007,65535,751.287,522.713,5.048,1.937,0.352,1.979,751.268,522.658,5.024,747,518,3,10,11,5,TRUE,FALSE
"15",15,16.461,57.817,100,96,1871386,18713.859,5142.044,17987.5,12038,34134,974.91,538.17,3.59,1.512,0.61,1.492,974.927,538.141,3.598,971,533,3,9,12,3,TRUE,FALSE
"16",16,38.026,85.678,231,135,9192506,39794.398,19892.576,37800,11969,65535,631.117,560.974,5.532,1.98,0.387,1.93,631.132,560.924,5.519,627,558,3,9,7,6,TRUE,FALSE
"17",17,14.98,50.131,91,68,1904069,20923.836,6651.652,21266,12018,34356,960.363,564.132,4.308,1.333,0.279,1.342,960.319,564.132,4.32,957,561,3,7,7,4,FALSE,FALSE
"18",18,15.638,45.165,95,75,1899469,19994.41,6671.794,17905,11988,40478,951.737,574.211,4.042,1.293,0.186,1.29,951.682,574.332,4.03,948,571,3,8,7,3,TRUE,TRUE
"19",19,28.149,76.573,171,137,3340871,19537.258,5270.777,19168,11920,35491,981.825,578.462,4.848,1.681,0.523,1.619,981.808,578.57,4.796,976,574,3,12,10,4,TRUE,FALSE
"20",20,22.058,63.472,134,100,2878791,21483.516,8369.847,18667.5,12102,46113,996.836,583.746,4.388,1.569,0.337,1.549,996.903,583.879,4.351,993,579,3,9,9,4,FALSE,FALSE
"21",21,13.663,56.646,83,76,1288939,15529.386,2998.517,14692,11913,24055,954.88,592.024,3.904,1.313,0.395,1.249,954.893,592.012,3.911,951,588,3,8,11,3,TRUE,FALSE
"22",22,35.886,85.401,218,139,6642561,30470.463,15137.652,26297,11973,65535,897.569,597.106,5.193,1.86,0.321,1.881,897.591,597.068,5.173,893,593,3,10,9,5,TRUE,FALSE
"23",23,33.252,89.158,202,150,4593385,22739.529,8426.352,20531,11924,47528,934.777,599.079,4.965,1.945,0.616,2.015,934.931,599.077,4.926,929,594,3,12,11,5,TRUE,FALSE
"24",24,21.894,57.921,133,106,2681090,20158.572,5391.357,19368,11971,34001,883.632,637.474,3.962,1.464,0.298,1.451,883.691,637.426,3.966,879,634,3,10,7,4,FALSE,FALSE
"25",25,20.906,56.475,127,84,4290905,33786.652,18608.338,27795,12075,65535,968.252,638.606,5.291,1.579,0.308,1.55,968.158,638.623,5.3,965,636,3,7,6,5,TRUE,TRUE
"26",26,13.498,41.166,82,66,1836382,22394.902,7491.767,20603.5,12532,45460,933.049,640.951,4.988,1.239,0.201,1.264,932.971,641.011,4.976,930,638,3,7,6,4,FALSE,FALSE
"27",27,33.417,79.953,203,133,7212300,35528.57,18280.463,31299,12164,65535,436.232,651.724,5.473,1.806,0.321,1.767,436.226,651.759,5.438,430,648,3,12,8,6,FALSE,FALSE
"28",28,22.881,64.299,139,114,2786271,20045.115,6049.017,18631,11935,41437,904.058,662.928,4.079,1.491,0.331,1.504,904.11,662.881,4.075,900,659,3,10,9,3,TRUE,FALSE
"29",29,35.886,98.398,218,161,4696298,21542.652,7859.757,19779,11933,46053,998.44,665.385,4.775,2.052,0.745,1.904,998.359,665.284,4.764,994,659,3,10,16,4,TRUE,TRUE
"30",30,39.507,89.122,240,169,5732271,23884.463,9853.196,20945,11912,53128,659.008,682.692,4.338,1.826,0.338,1.816,658.972,682.595,4.331,653,679,3,13,9,4,FALSE,FALSE
"31",31,26.832,68.057,163,125,3586697,22004.275,6823.25,21306,11971,41421,808.386,701.718,4.988,1.557,0.316,1.543,808.342,701.694,4.981,804,697,3,10,10,5,FALSE,FALSE
"32",32,22.881,70.884,139,115,3460522,24895.842,11428.318,21604,12073,65535,331.36,726.029,4.964,1.595,0.494,1.459,331.727,726.489,4.965,326,721,3,12,10,4,FALSE,FALSE
"33",33,13.498,46.028,82,62,1927424,23505.17,7965.573,22134,12201,41781,956.781,469.512,5.695,1.303,0.27,1.291,956.749,469.53,5.695,954,466,4,6,7,4,FALSE,FALSE
"34",34,27.326,66.093,166,113,4902053,29530.439,14516.547,27278.5,11974,65535,833.994,480.012,5.416,1.644,0.222,1.637,833.966,479.941,5.344,830,476,4,9,9,4,TRUE,FALSE
"35",35,6.091,26.616,37,36,581052,15704.108,2583.475,15628,12037,22315,966.405,488.108,5.378,0.936,0.335,0.86,966.408,488.125,5.364,965,484,4,4,8,3,TRUE,FALSE
"36",36,33.417,89.466,203,167,3890800,19166.502,5510.355,17954,11919,38533,764.374,505.305,5.079,1.739,0.494,1.727,764.418,505.154,5.098,760,499,4,10,13,3,TRUE,FALSE
"37",37,16.132,46.062,98,79,2615484,26688.611,10457.031,25261.5,12199,55315,913.939,503.184,5.939,1.313,0.225,1.301,913.965,503.252,5.935,911,500,4,7,7,4,TRUE,TRUE
"38",38,18.766,56.92,114,103,2046930,17955.525,4194.158,17379.5,11914,27791,769.711,517.026,4.693,1.348,0.355,1.397,769.697,516.942,4.664,766,513,4,9,9,3,TRUE,FALSE
"39",39,49.549,99.776,301,188,9067711,30125.285,12506.4,30001,11958,59342,853.09,516.99,6.312,2.027,0.318,2.01,853.024,517.065,6.261,847,513,4,13,9,5,TRUE,FALSE
"40",40,5.103,24.341,31,31,425807,13735.71,1073.277,13628,12353,16291,931.935,521.968,4.645,0.848,0.229,0.872,931.956,521.975,4.643,929,520,4,6,6,2,TRUE,FALSE
"41",41,3.128,16.514,19,19,267651,14086.895,1598.783,13940,11967,16381,605.158,522.421,4.947,0.727,0.309,0.745,605.171,522.412,4.954,602,521,4,7,4,2,TRUE,TRUE
"42",42,35.886,80.95,218,169,4819343,22107.078,7086.042,20742,11944,45302,714.913,530.771,4.968,1.796,0.511,1.725,714.871,530.699,4.958,710,526,4,10,12,3,TRUE,FALSE
"43",43,37.203,93.502,226,156,5864984,25951.256,9963.114,25374.5,11921,51082,789.726,529.845,5.942,1.842,0.4,1.885,789.651,529.793,5.935,784,526,4,12,8,5,TRUE,TRUE
"44",44,23.869,66.507,145,105,4202450,28982.414,13528.806,28203,12020,65535,678.841,532.607,6.166,1.619,0.357,1.611,678.778,532.518,6.093,674,530,4,10,7,5,FALSE,FALSE
"45",45,39.837,96.949,242,172,5641750,23313.016,7597.3,22225,11929,43639,849.277,537.033,5.31,1.797,0.369,1.849,849.208,537.027,5.297,845,532,4,10,11,4,FALSE,FALSE
"46",46,34.24,78.47,208,130,6279909,30191.871,15251.44,26873.5,11911,65535,905.63,547.308,6.178,1.815,0.278,1.836,905.56,547.281,6.152,902,543,4,9,9,5,FALSE,FALSE
"47",47,35.557,92.538,216,148,6137322,28413.527,12139.453,26834.5,11926,65535,929.907,556.023,5.968,1.876,0.459,1.978,929.868,556.033,5.946,924,552,4,13,9,5,FALSE,FALSE
"48",48,55.804,114.082,339,236,7883513,23255.201,8585.928,20934,11941,48522,837.743,569.876,5.596,2.11,0.47,2.066,837.474,569.843,5.553,831,565,4,15,11,4,TRUE,FALSE
"49",49,49.549,108.707,301,184,10030883,33325.191,17161.102,28069,11943,65535,814.681,575.166,5.761,2.121,0.426,2.156,814.723,575.161,5.693,808,571,4,14,9,5,TRUE,FALSE
"50",50,13.663,45.717,83,69,1655124,19941.254,6723.067,18723,11914,45170,690.205,577.277,4.916,1.317,0.322,1.271,690.307,577.355,4.89,686,574,4,9,7,3,TRUE,FALSE
"51",51,21.4,62.405,130,93,3503364,26948.953,10519.404,26377,12321,51119,777.815,578.069,6.185,1.537,0.326,1.501,777.851,578.028,6.156,775,575,4,7,8,5,FALSE,FALSE
"52",52,13.169,48.578,80,74,1551754,19396.926,5574.84,17614.5,11921,35101,555.75,582.763,5.575,1.302,0.514,1.251,555.74,582.686,5.55,553,577,4,6,13,4,TRUE,FALSE
"53",53,24.692,68.231,150,110,3887123,25914.154,12758.295,22614,11916,61064,466.453,587.113,5.667,1.705,0.48,1.672,466.683,587.141,5.673,460,585,4,13,5,4,TRUE,TRUE
"54",54,22.552,55.371,137,94,4058814,29626.379,13949.793,24084,11927,61835,768.474,587.321,5.628,1.567,0.236,1.587,768.463,587.301,5.611,765,585,4,8,6,4,FALSE,FALSE
"55",55,2.469,14.998,15,14,215316,14354.4,1401.505,14219,12223,16739,792.533,601.067,4.6,0.732,0.223,0.672,792.539,601.075,4.589,791,600,4,4,3,3,TRUE,FALSE
"56",56,37.038,83.537,225,160,5732543,25477.969,9768.729,23805,11932,49057,876.533,609.64,5.676,1.783,0.331,1.786,876.62,609.621,5.679,871,605,4,11,10,4,FALSE,FALSE
"57",57,24.857,75.676,151,131,2626567,17394.484,3591.286,16918,12066,26876,854.874,624.96,4.762,1.563,0.491,1.53,854.752,624.994,4.735,849,621,4,12,9,3,TRUE,FALSE
"58",58,26.832,89.744,163,139,2909674,17850.76,4555.332,17272,11940,32716,817.509,630.528,4.975,1.713,0.581,1.566,817.454,630.487,4.974,811,627,4,15,8,3,FALSE,FALSE
