 	Volume (micron^3)	Surface (micron^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (micron)	SD dist. to surf. (micron)	Median dist. to surf. (micron)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1	35.557	91.986	216	146	8023331	37145.051	17565.863	35559.000	14220	65535	284.421	363.000	4.120	1.885	0.432	1.920	284.409	362.990	4.083	280	358	2	11	11	5
2	56.133	116.290	341	224	12607746	36972.863	17013.887	33351.000	14189	65535	348.100	399.428	4.481	2.232	0.626	2.097	348.076	399.672	4.474	345	391	2	8	16	6
3	47.244	101.399	287	168	11904320	41478.469	18816.797	39477.000	14146	65535	280.544	486.369	4.756	2.080	0.347	2.093	280.587	486.347	4.684	277	481	2	9	12	6
4	25.844	69.543	157	109	6531833	41604.031	18612.789	41250.000	14153	65535	555.688	501.382	4.178	1.700	0.386	1.770	555.673	501.306	4.183	551	499	2	10	6	5
5	37.203	89.329	226	169	7215248	31925.877	13038.610	28589.500	14344	65535	365.690	546.819	3.898	1.853	0.519	1.858	365.754	546.684	3.866	360	542	2	13	11	4
6	25.844	70.817	157	115	5781009	36821.715	17014.891	34556.000	14266	65535	359.102	575.783	4.166	1.741	0.477	1.737	358.991	575.769	4.128	354	573	2	12	6	5
7	43.952	115.119	267	198	8968725	33590.730	14862.767	31502.000	14131	65535	578.105	599.094	4.161	2.032	0.648	1.988	577.948	599.378	4.160	572	590	2	13	15	5
8	30.947	75.713	188	127	7873463	41880.121	18538.648	39348.000	14732	65535	452.261	639.160	4.324	1.758	0.302	1.756	452.250	639.223	4.317	449	635	2	7	10	6
9	29.137	77.677	177	126	5133309	29001.746	11008.582	29092.000	14172	60757	486.927	11.808	5.458	1.655	0.314	1.675	486.828	11.681	5.359	482	9	3	10	8	5
10	18.766	56.439	114	97	2669132	23413.439	7921.014	20873.500	14365	46794	178.465	53.377	4.202	1.446	0.387	1.398	178.433	53.305	4.216	175	49	3	8	10	3
11	31.771	90.537	193	144	5877996	30455.938	13608.055	26249.000	14216	62147	455.943	61.912	4.342	2.005	0.690	1.894	456.172	62.038	4.369	449	56	3	14	12	4
12	31.771	77.058	193	118	7863910	40745.648	19976.070	39303.000	14172	65535	500.715	60.404	5.347	1.858	0.381	1.852	500.783	60.409	5.405	496	58	3	10	6	6
13	35.227	83.021	214	134	8030050	37523.598	17548.203	35192.000	14129	65535	376.860	81.551	4.911	1.844	0.296	1.876	376.895	81.567	4.896	373	77	3	9	10	5
14	13.005	46.614	79	65	2029503	25689.912	9147.415	22845.000	14508	46038	492.861	85.228	4.658	1.308	0.340	1.334	492.886	85.192	4.646	489	82	3	8	8	4
15	27.161	71.540	165	117	4942563	29954.928	12534.674	27166.000	14195	58040	318.533	90.927	4.376	1.689	0.357	1.685	318.594	90.990	4.373	316	85	3	6	12	4
