 	Volume (micron^3)	Surface (micron^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (micron)	SD dist. to surf. (micron)	Median dist. to surf. (micron)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1	36.051	89.814	219	137	2095731	9569.548	5616.732	8322.000	3372	28749	346.968	171.909	5.064	1.855	0.324	1.850	346.874	171.933	5.053	343	168	2	9	10	6
2	49.055	120.915	298	186	3977025	13345.722	10728.835	9408.000	3380	51346	459.067	334.315	4.352	2.277	0.623	2.340	459.068	334.417	4.377	455	327	2	9	15	6
3	27.655	71.162	168	125	1594425	9490.625	5771.807	7792.500	3404	27421	357.893	91.440	5.345	1.756	0.448	1.748	357.829	91.449	5.340	356	86	3	6	12	5
4	15.803	57.750	96	82	585986	6104.021	1906.322	5571.500	3454	11580	294.146	109.917	5.062	1.432	0.431	1.352	294.152	110.021	5.061	292	105	3	6	11	4
5	23.211	72.437	141	109	883294	6264.497	2424.476	5503.000	3404	13279	356.270	124.780	4.298	1.588	0.465	1.536	356.210	124.648	4.343	353	119	3	8	12	4
6	40.001	110.397	243	170	1876521	7722.309	3926.294	6766.000	3355	22062	287.107	165.395	5.140	2.135	0.715	2.211	287.041	165.005	5.233	282	159	3	10	14	6
7	49.549	110.019	301	181	3811991	12664.422	9261.120	9084.000	3389	40298	329.947	177.445	5.229	2.182	0.472	2.226	329.945	177.558	5.250	327	170	3	7	14	6
8	44.281	113.155	269	185	2254995	8382.881	5031.415	6897.000	3377	29093	288.621	194.502	4.665	2.073	0.525	1.989	288.866	194.393	4.707	285	188	3	9	15	5
9	31.935	88.539	194	138	1882926	9705.804	6318.943	7058.500	3369	32761	362.139	213.851	5.438	1.937	0.556	1.945	362.071	214.145	5.433	358	208	3	9	13	5
10	28.149	75.988	171	126	1230143	7193.819	3271.449	6239.000	3362	16919	323.877	237.585	4.842	1.670	0.393	1.654	323.894	237.678	4.810	320	232	3	8	12	4
11	18.272	59.336	111	82	785327	7075.018	3310.489	6131.000	3426	16142	439.766	313.252	4.477	1.463	0.338	1.527	439.802	313.110	4.505	437	310	3	7	9	4
12	19.260	63.646	117	83	923456	7892.786	4145.336	6789.000	3354	23256	445.034	333.974	4.821	1.495	0.315	1.463	445.024	333.993	4.859	442	330	3	7	9	5
13	21.071	66.300	128	97	939399	7339.055	3241.166	6525.000	3368	16015	505.531	399.867	5.273	1.573	0.477	1.521	505.619	399.879	5.287	502	395	3	8	11	5
14	8.560	37.753	52	46	252291	4851.750	1375.972	4504.500	3352	8899	524.308	434.404	4.173	1.090	0.294	1.078	524.261	434.419	4.187	522	431	3	6	9	3
15	47.903	126.192	291	183	2482066	8529.437	4968.201	7155.000	3353	24952	593.536	495.993	7.753	2.701	1.135	2.719	593.500	495.943	7.833	589	492	3	9	8	10
16	36.709	89.573	223	148	2464552	11051.803	6780.072	8306.000	3428	28834	507.484	535.381	5.498	1.921	0.426	1.882	507.485	535.367	5.511	502	532	3	13	7	6
17	20.248	62.920	123	106	756538	6150.715	2348.597	5664.000	3378	13974	581.390	574.073	5.211	1.472	0.441	1.397	581.261	573.928	5.218	577	571	3	11	8	4
18	38.026	94.984	231	157	1821359	7884.671	4264.963	6505.000	3358	24041	512.619	577.082	5.294	1.892	0.399	1.879	512.907	577.236	5.284	508	572	3	11	11	5
19	40.166	91.708	244	169	1984305	8132.397	3760.319	7275.000	3365	19454	573.898	582.242	5.238	1.824	0.318	1.838	573.822	582.276	5.216	569	577	3	11	11	5
20	12.346	47.062	75	64	412747	5503.293	1754.306	4952.000	3371	10377	602.907	595.533	4.027	1.189	0.294	1.225	602.884	595.371	4.113	600	593	3	7	7	3
21	29.466	73.471	179	122	1778257	9934.396	6057.062	7928.000	3386	27225	546.184	609.682	4.458	1.741	0.310	1.729	546.089	609.667	4.401	541	606	3	11	8	4
22	48.067	121.430	292	186	2782763	9530.011	5548.600	8015.500	3354	28516	645.568	624.623	6.051	2.139	0.554	2.128	645.621	624.689	6.039	641	617	3	10	15	6
23	19.424	60.129	118	85	912748	7735.152	4159.382	6034.000	3359	18837	587.856	645.127	4.525	1.502	0.308	1.556	587.762	645.099	4.564	584	642	3	9	8	4
24	24.363	66.989	148	103	1146369	7745.736	3954.828	6161.000	3426	19704	573.973	646.324	5.378	1.637	0.373	1.606	574.035	646.266	5.379	570	642	3	9	10	5
25	20.248	62.335	123	102	741251	6026.431	2417.930	5249.000	3369	13675	722.846	657.325	4.285	1.505	0.417	1.496	722.980	657.367	4.310	718	654	3	10	9	4
26	33.581	112.295	204	150	1435689	7037.691	3790.681	5848.000	3355	21962	676.794	697.623	4.784	2.012	0.593	1.989	676.799	697.161	4.798	672	691	3	10	15	5
27	37.038	115.982	225	170	1356890	6030.622	2243.657	5523.000	3372	16684	769.444	708.422	4.942	1.891	0.590	1.909	769.381	708.174	4.954	765	702	3	9	14	5
28	39.178	102.811	238	164	1714000	7201.681	3214.794	6337.000	3352	18538	827.185	734.803	5.160	2.009	0.626	2.001	826.895	734.641	5.193	820	731	3	15	9	5
29	8.560	34.788	52	48	270073	5193.711	1407.825	4703.500	3412	8490	698.615	736.923	4.577	1.073	0.355	1.019	698.681	736.986	4.599	696	734	3	6	6	4
30	47.244	105.535	287	181	2352743	8197.711	4113.660	7044.000	3365	20433	788.415	782.721	5.003	1.979	0.356	2.007	788.381	782.869	5.046	783	778	3	11	10	5
31	23.046	63.439	140	103	1305850	9327.500	4639.913	8018.000	3372	23361	400.157	68.600	6.221	1.557	0.315	1.559	400.148	68.533	6.196	395	66	4	10	7	5
32	26.832	75.643	163	119	1213312	7443.632	3401.662	6395.000	3385	18191	403.491	113.871	5.380	1.639	0.346	1.619	403.723	113.983	5.355	398	110	4	12	8	4
33	25.351	72.678	154	113	1154420	7496.234	3591.230	6248.000	3376	19210	307.838	122.623	5.792	1.772	0.515	1.764	307.851	122.488	5.839	305	117	4	6	13	4
34	17.284	53.785	105	81	803050	7648.095	3640.397	7006.000	3382	19271	320.857	152.000	6.048	1.409	0.326	1.338	320.777	151.996	6.033	318	148	4	7	9	5
35	20.741	56.613	126	94	1136388	9018.952	5356.937	6897.500	3379	25954	386.992	246.706	5.643	1.538	0.323	1.575	387.003	246.679	5.675	384	243	4	6	9	4
