Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
925	1160	925	574	1850	2.000	0.000	2.000	2	2	288.813	295.168	7.970	5.617	1.550	5.679	288.813	295.168	7.970	284	288	3	12	16	11
1261	1690	1261	741	3783	3.000	0.000	3.000	3	3	293.881	313.626	8.142	7.914	3.075	7.569	293.881	313.626	8.142	287	302	3	16	28	11
902	1490	902	636	62171	68.926	2.133	69.000	5	69	207.868	343.675	6.684	6.604	2.434	6.549	207.868	343.669	6.688	198	331	3	24	22	10
823	1222	823	554	61656	74.916	2.405	75.000	6	75	403.299	350.965	7.741	6.246	2.344	5.738	403.300	350.966	7.746	395	343	3	22	14	11
592	818	592	373	4144	7.000	0.000	7.000	7	7	877.434	358.851	7.823	5.256	1.557	5.066	877.434	358.851	7.823	870	352	3	14	15	10
193	314	193	129	1544	8.000	0.000	8.000	8	8	274.658	371.187	5.798	3.447	0.921	3.356	274.658	371.187	5.798	270	368	3	10	10	7
6	30	6	6	60	10.000	0.000	10.000	10	10	206.000	386.167	4.500	1.394	0.731	1.130	206.000	386.167	4.500	205	386	3	4	2	4
7	30	7	7	1721	245.857	103.586	286.000	11	286	541.143	403.286	3.857	1.221	0.671	1.125	540.854	403.332	3.994	539	403	3	5	2	2
57	116	57	46	684	12.000	0.000	12.000	12	12	845.123	405.754	4.877	2.057	0.493	2.087	845.123	405.754	4.877	843	403	3	6	6	4
1588	1944	1588	919	32952	20.751	109.612	18.000	18	4386	275.708	301.887	7.923	8.006	2.549	7.967	275.747	301.637	8.463	262	291	4	25	20	9
230	444	230	186	3450	15.000	0.000	15.000	15	15	299.539	295.974	7.109	3.883	1.381	3.808	299.539	295.974	7.109	296	292	4	11	9	9
395	628	395	268	7505	19.000	0.000	19.000	19	19	308.159	304.306	6.623	4.643	1.577	4.372	308.159	304.306	6.623	302	298	4	12	15	10
934	1402	934	604	22416	24.000	0.000	24.000	24	24	320.949	313.732	7.136	6.573	2.107	6.634	320.949	313.732	7.136	311	303	4	19	21	10
169	336	169	133	3718	22.000	0.000	22.000	22	22	267.178	314.012	5.923	3.323	1.148	3.213	267.178	314.012	5.923	262	311	4	11	9	7
466	768	466	337	11650	25.000	0.000	25.000	25	25	334.867	316.028	6.642	4.779	1.502	4.733	334.867	316.028	6.642	329	310	4	14	13	8
650	820	650	391	14950	23.000	0.000	23.000	23	23	283.658	316.722	7.852	5.523	1.820	5.328	283.658	316.722	7.852	275	311	4	16	16	10
165	330	165	126	4292	26.012	0.156	26.000	26	28	258.588	318.503	6.758	3.284	0.966	3.114	258.587	318.504	6.756	254	314	4	10	8	7
300	448	300	201	8100	27.000	0.000	27.000	27	27	306.727	320.473	6.643	3.992	1.071	3.858	306.727	320.473	6.643	301	316	4	13	10	7
1120	1608	1120	741	36960	33.000	0.000	33.000	33	33	348.529	327.388	7.185	7.799	3.208	7.755	348.529	327.388	7.185	332	317	4	29	20	9
138	260	138	99	7463	54.080	271.125	31.000	31	3216	245.746	326.290	5.855	2.975	0.783	2.838	246.281	325.313	7.197	242	323	4	10	7	6
76	180	76	70	2280	30.000	0.000	30.000	30	30	331.132	325.724	5.092	2.632	1.088	2.494	331.132	325.724	5.092	328	323	4	9	8	4
499	814	499	352	15978	32.020	0.316	32.000	32	37	259.587	331.088	6.453	5.163	1.672	5.141	259.587	331.088	6.451	252	324	4	16	16	7
256	426	256	181	9728	38.000	0.000	38.000	38	38	273.961	332.035	5.652	4.283	1.643	4.113	273.961	332.035	5.652	268	327	4	12	13	5
66	150	66	59	2244	34.000	0.000	34.000	34	34	283.576	330.197	4.894	2.280	0.720	2.274	283.576	330.197	4.894	280	327	4	8	7	3
72	152	72	61	2952	41.000	0.000	41.000	41	41	310.736	331.694	5.056	2.318	0.696	2.321	310.736	331.694	5.056	308	328	4	6	8	3
229	474	229	193	12550	54.803	178.818	43.000	40	2749	243.419	334.210	5.808	4.102	1.505	4.008	242.897	333.734	6.281	237	329	4	13	13	5
25	76	25	25	1150	46.000	0.000	46.000	46	46	982.520	335.880	4.960	1.644	0.655	1.525	982.520	335.880	4.960	981	333	4	3	7	3
60	144	60	54	2880	48.000	0.000	48.000	48	48	315.850	336.933	4.850	2.375	0.879	2.269	315.850	336.933	4.850	312	335	4	9	5	3
11	48	11	11	19065	1733.182	559.906	1902.000	45	1902	306.182	335.545	5.636	1.502	0.640	1.351	306.102	335.501	5.796	304	334	4	5	4	3
55	120	55	51	2750	50.000	0.000	50.000	50	50	235.436	338.000	5.145	2.109	0.740	2.052	235.436	338.000	5.145	234	334	4	4	9	3
93	182	93	76	5115	55.000	0.000	55.000	55	55	957.731	341.172	5.000	2.601	0.844	2.535	957.731	341.172	5.000	955	337	4	7	9	3
195	334	195	135	13116	67.262	227.080	51.000	51	3222	282.308	338.831	6.026	3.526	1.086	3.414	281.508	338.146	6.745	278	333	4	10	11	6
644	740	644	354	37996	59.000	0.000	59.000	59	59	353.233	342.919	6.918	5.140	1.167	5.197	353.233	342.919	6.918	347	337	4	12	14	9
271	404	271	176	14363	53.000	0.000	53.000	53	53	227.000	341.033	6.376	3.962	1.224	3.686	227.000	341.033	6.376	221	337	4	14	9	7
209	380	209	165	12122	58.000	0.000	58.000	58	58	297.536	340.311	5.780	3.810	1.303	3.725	297.536	340.311	5.780	291	335	4	13	11	5
252	490	252	203	15120	60.000	0.000	60.000	60	60	925.119	343.127	6.365	5.107	2.334	4.771	925.119	343.127	6.365	913	339	4	19	11	8
221	416	221	165	13481	61.000	0.000	61.000	61	61	968.068	342.118	5.977	4.073	1.503	3.867	968.068	342.118	5.977	963	337	4	12	13	6
9	34	9	9	486	54.000	0.000	54.000	54	54	248.000	341.778	4.667	1.075	0.380	1.077	248.000	341.778	4.667	247	341	4	3	3	2
52	122	52	48	2964	57.000	0.000	57.000	57	57	270.212	342.673	5.192	2.314	1.010	2.124	270.212	342.673	5.192	266	340	4	8	6	3
244	532	244	190	16348	67.000	0.000	67.000	67	67	370.102	347.971	6.672	4.319	1.695	4.137	370.102	347.971	6.672	366	342	4	14	14	8
6	28	6	6	383	63.833	1.329	64.000	62	65	193.667	343.833	4.000	1.470	0.800	1.624	193.640	343.843	4.000	192	343	4	5	3	1
373	608	373	268	710565	1905.000	0.000	1905.000	1905	1905	362.587	342.936	7.622	5.163	2.056	4.907	362.588	342.936	7.622	359	334	4	12	17	9
141	242	141	112	9588	68.000	0.000	68.000	68	68	941.362	345.837	5.582	3.090	0.976	2.983	941.362	345.837	5.582	935	343	4	11	7	5
392	662	392	289	399448	1019.000	0.000	1019.000	1019	1019	390.645	348.773	7.745	4.266	1.207	4.293	390.646	348.773	7.745	385	342	4	12	13	10
136	272	136	113	9792	72.000	0.000	72.000	72	72	254.853	350.169	5.566	3.220	1.200	3.104	254.853	350.169	5.566	250	345	4	9	11	5
10	44	10	10	700	70.000	0.000	70.000	70	70	215.700	347.200	5.400	1.415	0.674	1.410	215.700	347.200	5.400	214	346	4	5	3	3
443	726	443	319	41642	94.000	0.000	94.000	94	94	221.205	354.282	6.413	5.210	1.870	5.064	221.205	354.282	6.413	213	347	4	17	13	8
82	186	82	77	186468	2274.000	0.000	2274.000	2274	2274	283.122	346.256	6.768	2.910	1.332	2.634	283.122	346.256	6.768	277	345	4	11	4	7
49	102	49	43	3577	73.000	0.000	73.000	73	73	283.327	351.163	4.857	1.925	0.522	1.941	283.327	351.163	4.857	281	349	4	6	5	3
45	122	45	40	3420	76.000	0.000	76.000	76	76	927.711	350.089	5.200	2.341	1.112	2.199	927.711	350.089	5.200	923	348	4	9	5	3
1065	1474	1065	666	90520	84.995	0.153	85.000	80	85	195.421	351.755	7.794	6.569	1.961	6.706	195.421	351.755	7.795	186	342	4	19	20	10
115	244	115	98	9315	81.000	0.000	81.000	81	81	266.304	352.887	5.061	2.996	1.079	2.975	266.304	352.887	5.061	262	348	4	10	10	3
132	226	132	95	10824	82.000	0.000	82.000	82	82	290.939	352.902	5.917	2.844	0.619	2.872	290.939	352.902	5.917	288	350	4	8	8	5
552	844	552	357	50784	92.000	0.000	92.000	92	92	892.016	355.808	6.984	5.513	2.097	5.224	892.016	355.808	6.984	885	349	4	21	14	8
164	302	164	118	14596	89.000	0.000	89.000	89	89	275.982	354.238	6.043	3.211	0.933	3.164	275.982	354.238	6.043	272	349	4	9	10	6
151	316	151	128	12533	83.000	0.000	83.000	83	83	303.974	352.748	6.192	3.313	1.200	3.307	303.974	352.748	6.192	299	348	4	10	11	6
77	168	77	71	6622	86.000	0.000	86.000	86	86	315.468	354.338	5.260	2.479	0.901	2.379	315.468	354.338	5.260	312	349	4	7	9	4
20	82	20	20	14371	718.550	895.492	78.000	78	1908	330.750	352.150	5.000	1.948	0.665	2.058	331.355	351.125	5.127	328	350	4	5	6	3
98	200	98	80	8624	88.000	0.000	88.000	88	88	936.918	354.347	5.031	2.838	1.062	2.681	936.918	354.347	5.031	933	351	4	8	10	4
126	310	126	109	14160	112.381	195.101	95.000	95	2285	339.833	357.246	5.548	3.270	1.299	3.272	339.704	356.744	5.772	336	353	4	10	12	4
186	378	186	156	22242	119.581	226.788	96.000	96	2289	236.602	357.220	5.371	3.711	1.411	3.640	235.990	356.980	5.692	232	352	4	13	11	4
100	210	100	86	8700	87.000	0.000	87.000	87	87	389.560	356.760	5.300	2.619	0.745	2.635	389.560	356.760	5.300	385	354	4	8	6	6
33	110	33	33	71077	2153.848	532.346	2287.000	90	2287	299.000	356.364	5.485	1.960	0.773	1.851	298.938	356.448	5.546	297	354	4	6	6	4
844	1308	844	600	89458	105.993	0.207	106.000	100	106	401.201	360.393	9.019	6.102	2.016	5.945	401.202	360.394	9.019	391	353	4	21	18	10
29	78	29	27	2842	98.000	0.000	98.000	98	98	349.379	356.724	4.966	1.693	0.581	1.644	349.379	356.724	4.966	347	355	4	6	4	3
264	436	264	178	27192	103.000	0.000	103.000	103	103	324.894	357.864	6.489	4.012	1.261	4.012	324.894	357.864	6.489	320	352	4	12	13	7
813	1108	813	474	95632	117.629	160.628	112.000	108	4692	182.004	361.777	8.132	5.919	1.851	5.586	181.956	361.692	8.365	173	355	4	22	17	10
16	58	16	16	1680	105.000	0.000	105.000	105	105	298.562	360.062	4.875	1.455	0.562	1.466	298.562	360.062	4.875	296	359	4	5	3	3
173	260	173	111	19203	111.000	0.000	111.000	111	111	909.549	360.948	6.006	3.157	0.651	3.163	909.549	360.948	6.006	906	357	4	9	9	6
49	134	49	48	5537	113.000	0.000	113.000	113	113	230.857	362.980	5.265	2.375	1.095	2.166	230.857	362.980	5.265	229	359	4	5	10	5
134	250	134	107	15276	114.000	0.000	114.000	114	114	251.097	361.784	5.187	3.112	1.082	3.037	251.097	361.784	5.187	245	356	4	12	11	4
49	116	49	44	5341	109.000	0.000	109.000	109	109	270.531	361.531	5.939	1.973	0.554	1.905	270.531	361.531	5.939	268	359	4	5	6	5
69	130	69	56	8004	116.000	0.000	116.000	116	116	316.304	361.928	5.319	2.174	0.424	2.131	316.304	361.928	5.319	314	360	4	6	5	4
1914	2106	1914	1052	239250	125.000	0.000	125.000	125	125	427.713	366.834	8.365	8.219	2.615	8.335	427.711	366.833	8.365	416	356	4	29	23	10
85	226	85	77	82775	973.824	217.992	1028.000	107	1028	945.800	361.388	6.129	2.903	1.204	2.735	946.011	361.477	6.214	941	356	4	9	10	5
700	802	700	417	1339100	1913.000	0.000	1913.000	1913	1913	200.023	367.324	8.517	5.205	1.293	5.306	200.023	367.325	8.517	195	360	4	11	14	10
79	192	79	70	9247	117.051	1.300	117.000	110	122	292.165	362.316	5.696	2.709	1.006	2.581	292.169	362.320	5.695	288	360	4	10	5	4
206	342	206	145	24308	118.000	0.000	118.000	118	118	306.573	363.743	5.850	3.849	1.432	3.654	306.573	363.743	5.850	301	360	4	14	8	5
85	150	85	69	10880	128.000	0.000	128.000	128	128	919.600	364.129	4.965	2.389	0.632	2.528	919.600	364.129	4.965	917	361	4	7	7	3
136	292	136	119	139036	1022.324	77.860	1029.000	121	1029	224.765	363.985	5.684	3.130	1.034	3.184	224.763	363.985	5.695	221	360	4	8	9	5
192	342	192	143	27456	143.000	0.000	143.000	143	143	263.141	366.974	5.557	3.902	1.574	3.706	263.141	366.974	5.557	259	360	4	9	16	4
153	294	153	107	157293	1028.059	73.651	1034.000	123	1035	331.386	366.588	7.647	3.166	0.977	3.045	331.376	366.603	7.668	327	362	4	10	9	8
265	406	265	180	33390	126.000	0.000	126.000	126	126	867.181	364.913	8.400	3.680	0.936	3.762	867.181	364.913	8.400	863	361	4	8	9	10
562	720	562	326	72498	129.000	0.000	129.000	129	129	210.502	364.947	7.399	4.970	1.244	4.865	210.502	364.946	7.399	206	358	4	12	15	10
56	126	56	49	6944	124.000	0.000	124.000	124	124	349.196	364.214	5.107	2.093	0.583	2.152	349.196	364.214	5.107	347	361	4	6	6	4
242	412	242	183	32428	134.000	0.000	134.000	134	134	380.153	366.376	5.831	3.780	1.129	3.871	380.153	366.376	5.831	375	362	4	10	11	6
18	56	18	18	2160	120.000	0.000	120.000	120	120	876.056	365.444	4.444	1.681	0.727	1.636	876.056	365.444	4.444	875	363	4	3	6	2
107	208	107	87	110531	1033.000	0.000	1033.000	1033	1033	276.729	364.065	6.299	2.722	0.813	2.617	276.729	364.065	6.299	272	360	4	9	7	5
756	898	756	431	105084	139.000	0.000	139.000	139	139	391.845	367.652	7.746	5.441	1.297	5.301	391.847	367.652	7.746	386	361	4	14	14	9
177	286	177	121	24242	136.960	0.526	137.000	130	137	243.638	367.260	6.452	3.204	0.774	3.152	243.638	367.261	6.453	240	364	4	9	8	6
25	80	25	24	57358	2294.320	0.748	2294.000	2294	2296	355.880	364.720	5.680	1.709	0.734	1.608	355.880	364.720	5.680	354	363	4	4	6	4
7	32	7	7	6324	903.429	340.168	1032.000	132	1032	360.000	364.571	5.286	1.327	0.686	1.187	360.142	364.510	5.469	359	363	4	4	3	3
14	46	14	14	32130	2295.000	0.000	2295.000	2295	2295	414.500	365.357	5.286	1.234	0.416	1.254	414.500	365.357	5.286	413	364	4	3	3	4
170	350	170	132	24820	146.000	0.000	146.000	146	146	934.924	367.512	6.129	3.598	1.316	3.478	934.924	367.512	6.129	929	364	4	13	7	8
120	218	120	88	17640	147.000	0.000	147.000	147	147	234.842	368.150	5.608	2.775	0.639	2.748	234.842	368.150	5.608	230	365	4	9	8	5
189	356	189	158	126286	668.180	1055.676	140.000	140	2767	404.302	368.148	5.799	3.468	1.122	3.385	404.084	364.828	6.395	402	363	4	6	11	6
182	322	182	141	345872	1900.396	146.764	1915.000	136	1915	190.835	369.132	7.742	3.280	0.913	3.223	190.826	369.141	7.768	185	365	4	9	8	9
135	224	135	94	19440	144.000	0.000	144.000	144	144	291.222	368.556	6.600	2.863	0.570	2.818	291.222	368.556	6.600	288	366	4	8	7	7
216	368	216	153	34128	158.000	0.000	158.000	158	158	318.787	371.690	6.139	3.558	0.943	3.510	318.787	371.690	6.139	314	367	4	10	10	6
54	132	54	52	8370	155.000	0.000	155.000	155	155	912.278	369.574	5.315	2.175	0.751	2.199	912.278	369.574	5.315	909	367	4	7	7	3
337	638	337	280	54512	161.757	142.394	154.000	154	2768	895.148	369.240	5.852	5.152	1.911	5.147	895.045	369.037	5.955	889	362	4	15	19	5
143	254	143	111	22451	157.000	0.000	157.000	157	157	230.385	374.147	6.042	3.117	0.965	3.040	230.385	374.147	6.042	226	370	4	8	9	5
845	1254	845	565	1306748	1546.447	1538.302	150.000	150	3239	365.792	368.286	7.964	6.107	2.129	6.180	365.533	364.226	8.446	358	359	4	16	21	10
12	40	12	12	22992	1916.000	0.000	1916.000	1916	1916	409.000	371.167	5.167	1.347	0.569	1.306	409.000	371.167	5.167	409	369	4	1	5	3
173	372	173	147	274220	1585.087	693.895	1921.000	160	1921	886.283	372.988	6.902	3.479	1.135	3.499	887.011	373.230	7.401	881	370	4	10	8	8
